Date,Time,LAt,Lng,AltAmsl,AltRel,Baro,Roll,Pitch,Yaw,Bat
26.09.2021,03:33:49,54.8940352,35.0239297,211.03,60.69928,98249.39,4.46,-3.03,180.98,2770.797
26.09.2021,03:33:49,54.8940229,35.0239295,211.06,60.02393,98256.78,4.33,-2.83,180.85,2775.611
26.09.2021,03:33:49,54.8940105,35.0239291,211.04,60.41388,98252.5,4.12,-3,180.57,2780.452
26.09.2021,03:33:50,54.8939982,35.0239288,211.03,60.19065,98254.94,4.23,-3.12,180.33,2785.343
26.09.2021,03:33:50,54.8939858,35.0239286,211.03,60.0635,98256.34,4.44,-3.05,180.22,2787.793
26.09.2021,03:33:50,54.8939733,35.0239285,211.05,59.87982,98258.34,5.06,-2.52,180.03,2792.581
26.09.2021,03:33:50,54.893961,35.0239284,211.11,60.6682,98249.73,5.13,-2.43,179.79,2797.493
26.09.2021,03:33:50,54.8939487,35.023928,211.11,60.52691,98251.27,5.08,-2.09,179.57,2802.65
26.09.2021,03:33:51,54.8939365,35.0239275,211.11,61.29268,98242.94,5.21,-1.71,179.41,2807.564
26.09.2021,03:33:51,54.8939243,35.023927,211.15,60.51844,98251.36,4.83,-2.31,179.19,2812.291
26.09.2021,03:33:51,54.8939121,35.0239263,211.15,60.8773,98247.47,5.15,-3.08,179.24,2817.024
26.09.2021,03:33:51,54.8939001,35.0239256,211.19,60.3715,98252.97,5.05,-3.08,179.3,2821.998
26.09.2021,03:33:51,54.8938881,35.0239249,211.19,61.19661,98243.97,4.72,-3.26,179.32,2826.904
26.09.2021,03:33:52,54.8938761,35.0239241,211.2,60.93382,98246.83,5.03,-3.31,179.25,2831.829
26.09.2021,03:33:52,54.893864,35.0239232,211.17,61.3718,98242.06,4.9,-3.23,179.36,2836.789
26.09.2021,03:33:52,54.893852,35.0239223,211.16,60.22739,98254.53,4.38,-3.22,179.5,2841.691
26.09.2021,03:33:52,54.8938399,35.0239214,211.13,61.20791,98243.84,4.75,-3.28,179.73,2846.411
26.09.2021,03:33:52,54.8938279,35.0239207,211.13,61.29268,98242.92,4.42,-3.26,180.01,2851.352
26.09.2021,03:33:53,54.8938158,35.02392,211.16,60.19348,98254.91,4.31,-2.5,180.3,2856.163
26.09.2021,03:33:53,54.8938036,35.0239192,211.15,59.88265,98258.3,4.2,-2.59,180.39,2858.465
26.09.2021,03:33:53,54.8937915,35.0239184,211.2,60.33476,98253.36,4.53,-2.73,180.5,2862.965
26.09.2021,03:33:53,54.8937793,35.0239177,211.21,60.58343,98250.66,4.63,-2.5,180.57,2867.643
26.09.2021,03:33:53,54.8937671,35.023917,211.22,60.9762,98246.38,4.79,-1.88,180.71,2872.645
26.09.2021,03:33:54,54.8937549,35.0239162,211.21,59.94764,98257.59,4.39,-2.31,180.83,2877.529
26.09.2021,03:33:54,54.8937427,35.0239154,211.23,60.31498,98253.58,4.38,-2.99,180.91,2882.18
26.09.2021,03:33:54,54.8937304,35.0239146,211.24,60.02676,98256.72,4.56,-3.18,180.84,2886.937
26.09.2021,03:33:54,54.8937182,35.0239138,211.27,60.73319,98249.03,4.28,-2.99,180.66,2891.728
26.09.2021,03:33:54,54.893706,35.023913,211.28,60.12566,98255.67,4.6,-3.21,180.71,2896.346
26.09.2021,03:33:55,54.8936939,35.0239124,211.29,60.75862,98248.73,4.89,-3.24,180.81,2900.977
26.09.2021,03:33:55,54.8936818,35.0239117,211.3,60.16522,98255.22,4.47,-2.72,180.81,2905.792
26.09.2021,03:33:55,54.8936697,35.023911,211.33,61.09206,98245.11,4.45,-2.64,180.54,2910.53
26.09.2021,03:33:55,54.8936577,35.0239101,211.34,61.17683,98244.19,4.31,-2.72,180.36,2915.325
26.09.2021,03:33:55,54.8936456,35.0239094,211.34,60.8773,98247.47,4.38,-2.64,180.33,2917.698
26.09.2021,03:33:56,54.8936335,35.0239086,211.33,60.76145,98248.72,4.1,-2.72,180.57,2922.636
26.09.2021,03:33:56,54.8936213,35.0239078,211.33,60.63147,98250.14,4.03,-2.15,180.84,2927.708
26.09.2021,03:33:56,54.8936091,35.023907,211.34,61.02989,98245.8,4.25,-2.42,180.81,2932.734
26.09.2021,03:33:56,54.893597,35.0239062,211.34,59.9985,98257.05,3.93,-2.21,180.79,2937.777
26.09.2021,03:33:56,54.8935848,35.0239055,211.31,60.55799,98250.92,4.02,-2.2,180.68,2942.605
26.09.2021,03:33:57,54.8935727,35.0239047,211.3,61.00446,98246.06,2.78,-2.27,180.28,2947.258
26.09.2021,03:33:57,54.8935606,35.023904,211.3,59.33446,98264.28,2.6,-1.76,179.84,2951.161
26.09.2021,03:33:57,54.8935485,35.0239033,211.32,60.14262,98255.47,4.37,-1.64,179.88,2954.792
26.09.2021,03:33:57,54.8935364,35.0239026,211.34,60.64559,98250,5.65,-2.34,180.78,2959.067
26.09.2021,03:33:57,54.8935243,35.0239021,211.35,60.34607,98253.25,4.53,-4.01,181.63,2963.688
26.09.2021,03:33:58,54.8935124,35.0239016,211.35,59.81483,98259.05,3.57,-4.38,182.51,2968.686
26.09.2021,03:33:58,54.8935004,35.0239009,211.33,60.07197,98256.23,3.51,-4.19,182.88,2973.185
26.09.2021,03:33:58,54.8934883,35.0239002,211.3,59.99568,98257.06,3.68,-4.54,182.68,2977.665
26.09.2021,03:33:58,54.8934762,35.0238996,211.3,59.82613,98258.92,4.18,-4.05,182.69,2979.791
26.09.2021,03:33:58,54.8934641,35.0238989,211.24,59.4164,98263.38,4.95,-4.22,182.51,2983.703
26.09.2021,03:33:59,54.893452,35.0238983,211.23,59.18752,98265.89,4.97,-4.84,182.22,2987.938
26.09.2021,03:33:59,54.8934399,35.0238977,211.21,58.93886,98268.61,4.4,-4.63,181.99,2992.312
26.09.2021,03:33:59,54.8934279,35.0238969,211.18,59.04058,98267.48,3.87,-4.05,181.92,2996.846
26.09.2021,03:33:59,54.8934159,35.0238961,211.16,59.35424,98264.06,3.8,-4.44,181.88,3001.106
26.09.2021,03:33:59,54.8934039,35.0238953,211.16,60.06067,98256.38,2.77,-5.61,181.94,3005.781
26.09.2021,03:34:00,54.8933919,35.0238945,211.16,59.93634,98257.72,2.58,-6.05,181.6,3010.23
26.09.2021,03:34:00,54.8933797,35.0238939,211.16,59.69615,98260.34,2.74,-5.67,181.44,3014.713
26.09.2021,03:34:00,54.8933675,35.0238933,211.19,59.5803,98261.59,3.35,-4.22,181.46,3019.016
26.09.2021,03:34:00,54.8933552,35.023893,211.22,58.72976,98270.88,4.21,-3.4,181.62,3023.225
26.09.2021,03:34:00,54.8933425,35.0238928,211.21,59.74419,98259.83,3.83,-2.86,182.1,3027.489
26.09.2021,03:34:01,54.8933299,35.0238926,211.24,58.72693,98270.91,4.02,-3.01,182.55,3031.71
26.09.2021,03:34:01,54.8933177,35.0238923,211.27,59.7894,98259.33,3.78,-2.93,182.77,3033.88
26.09.2021,03:34:01,54.8933055,35.0238917,211.29,59.25816,98265.13,3.12,-2.98,183.09,3038.243
26.09.2021,03:34:01,54.8932935,35.0238912,211.33,59.11971,98266.63,2.77,-3.83,183.15,3042.596
26.09.2021,03:34:01,54.8932814,35.0238906,211.33,58.72128,98270.98,2.53,-3.7,183.25,3047.123
26.09.2021,03:34:02,54.8932693,35.0238901,211.34,59.64811,98260.88,2.5,-3.47,183.1,3051.266
26.09.2021,03:34:02,54.8932574,35.0238897,211.39,59.43053,98263.25,2.77,-3.87,183.1,3055.264
26.09.2021,03:34:02,54.8932456,35.0238896,211.45,59.70463,98260.23,3.11,-4.51,183.18,3059.62
26.09.2021,03:34:02,54.8932334,35.0238895,211.46,58.58564,98272.45,3.2,-3.96,183.24,3063.54
26.09.2021,03:34:02,54.8932212,35.0238893,211.49,58.823,98269.88,3.34,-4.25,183.28,3067.389
26.09.2021,03:34:03,54.8932089,35.0238889,211.47,59.03493,98267.56,3.2,-4.82,183.59,3071.544
26.09.2021,03:34:03,54.8931968,35.0238885,211.51,59.37685,98263.83,2.47,-4.21,183.69,3075.935
26.09.2021,03:34:03,54.8931845,35.023888,211.5,59.46162,98262.91,2.18,-4.13,183.58,3079.776
26.09.2021,03:34:03,54.893172,35.0238875,211.49,60.39128,98252.77,2.87,-5.29,183.41,3084.166
26.09.2021,03:34:03,54.8931597,35.0238871,211.52,60.74167,98248.94,2.01,-4.98,182.7,3088.914
26.09.2021,03:34:04,54.8931475,35.0238867,211.58,60.27825,98254,2.17,-3.84,182.21,3090.983
26.09.2021,03:34:04,54.8931351,35.0238868,211.61,59.58312,98261.58,4.14,-3.22,181.22,3094.523
26.09.2021,03:34:04,54.8931228,35.0238869,211.63,59.67637,98260.55,5.39,-4.19,180.59,3098.143
26.09.2021,03:34:04,54.8931105,35.0238869,211.67,59.98438,98257.2,3.79,-3,180.3,3101.983
26.09.2021,03:34:04,54.8930982,35.0238868,211.68,60.16522,98255.23,4.6,-3.01,180.33,3105.456
26.09.2021,03:34:05,54.8930861,35.0238865,211.69,60.08892,98256.06,6.09,-3.64,180.67,3109.171
26.09.2021,03:34:05,54.8930741,35.0238862,211.7,60.57212,98250.8,4.83,-3.53,181.09,3112.857
26.09.2021,03:34:05,54.8930621,35.0238857,211.65,59.98155,98257.23,5.27,-4.27,181.99,3117.116
26.09.2021,03:34:05,54.8930503,35.023885,211.62,60.75579,98248.8,4.53,-3.65,183.25,3121.637
26.09.2021,03:34:05,54.8930383,35.023884,211.59,60.68233,98249.58,3.52,-3.16,184.26,3125.967
26.09.2021,03:34:06,54.8930264,35.0238831,211.61,59.98155,98257.22,2.44,-3.5,184.26,3129.95
26.09.2021,03:34:06,54.8930143,35.0238822,211.61,60.32911,98253.44,2.62,-4.1,183.84,3134.453
26.09.2021,03:34:06,54.8930021,35.0238811,211.59,60.36584,98253.03,2.78,-3.25,183.39,3139.399
26.09.2021,03:34:06,54.89299,35.0238801,211.55,60.90556,98247.14,2.1,-3.51,182.64,3144.458
26.09.2021,03:34:06,54.892978,35.023879,211.48,61.24182,98243.48,1.83,-3.27,182.4,3146.941
26.09.2021,03:34:07,54.8929658,35.0238781,211.46,61.21639,98243.77,2.76,-3.8,182.42,3151.598
26.09.2021,03:34:07,54.8929533,35.0238772,211.41,61.1514,98244.47,2.44,-3.19,182.33,3156.544
26.09.2021,03:34:07,54.8929411,35.0238766,211.41,60.4591,98252.03,2.09,-2.62,182.43,3161.619
26.09.2021,03:34:07,54.8929287,35.0238759,211.35,60.34607,98253.25,1.61,-3.24,182.52,3166.694
26.09.2021,03:34:07,54.8929164,35.0238754,211.31,60.65125,98249.92,2.4,-2.86,182.43,3171.657
26.09.2021,03:34:08,54.8929041,35.0238748,211.27,60.68233,98249.58,2.61,-2.55,181.98,3176.85
26.09.2021,03:34:08,54.8928917,35.0238743,211.24,61.02989,98245.8,2.77,-2,181.53,3181.774
26.09.2021,03:34:08,54.8928792,35.0238738,211.18,61.10336,98245,3.22,-1.4,180.86,3186.767
26.09.2021,03:34:08,54.8928668,35.0238735,211.13,61.24747,98243.41,2.67,-1.46,179.84,3191.575
26.09.2021,03:34:08,54.8928545,35.0238732,211.08,60.4704,98251.91,3.3,-1.34,179.14,3195.626
26.09.2021,03:34:09,54.8928422,35.0238729,211.03,60.79253,98248.39,3.61,-2.76,178.97,3200.28
26.09.2021,03:34:09,54.8928299,35.0238728,210.98,61.42266,98241.52,4.57,-1.62,179.35,3205.539
26.09.2021,03:34:09,54.8928177,35.0238727,210.94,60.90556,98247.14,4.25,-1.01,179.58,3207.949
26.09.2021,03:34:09,54.8928055,35.0238727,210.85,61.6572,98238.95,5.47,-0.75,179.57,3212.747
26.09.2021,03:34:09,54.8927933,35.0238726,210.77,61.11184,98244.89,5.8,-2.02,179.4,3217.611
26.09.2021,03:34:10,54.8927813,35.0238723,210.72,60.04654,98256.52,5.78,-2.77,179.34,3222.178
26.09.2021,03:34:10,54.8927692,35.0238719,210.63,60.34889,98253.22,6.24,-3.02,179.33,3226.791
26.09.2021,03:34:10,54.8927571,35.0238714,210.57,60.41671,98252.48,6.21,-3.07,179.37,3231.384
26.09.2021,03:34:10,54.8927452,35.0238708,210.52,61.02707,98245.83,5.31,-3.02,179.79,3235.977
26.09.2021,03:34:10,54.8927332,35.02387,210.44,60.03524,98256.66,5.72,-2.47,180.3,3240.201
26.09.2021,03:34:11,54.8927213,35.0238691,210.39,60.49018,98251.67,4.9,-3.32,180.8,3244.521
26.09.2021,03:34:11,54.8927093,35.0238682,210.35,60.49865,98251.58,3.77,-4.13,181.24,3249.14
26.09.2021,03:34:11,54.8926974,35.0238672,210.3,60.38845,98252.78,2.77,-4.18,181.54,3253.917
26.09.2021,03:34:11,54.8926852,35.0238661,210.22,59.51248,98262.34,2.47,-3.59,181.53,3258.374
26.09.2021,03:34:11,54.892673,35.023865,210.17,60.46475,98251.97,2.38,-3.47,181.4,3260.522
26.09.2021,03:34:12,54.8926608,35.0238641,210.13,60.32629,98253.45,2.76,-3.44,181.23,3264.911
26.09.2021,03:34:12,54.8926486,35.0238634,210.08,59.52661,98262.2,3.21,-3.23,181.13,3269.514
26.09.2021,03:34:12,54.8926365,35.0238628,210.04,60.41106,98252.53,2.87,-3.29,180.99,3274.299
26.09.2021,03:34:12,54.8926243,35.0238623,210,60.08327,98256.11,2.52,-2.76,181,3278.801
26.09.2021,03:34:12,54.8926119,35.0238618,209.96,58.5037,98273.34,3.68,-2.03,181.18,3282.896
26.09.2021,03:34:13,54.8925996,35.0238614,209.95,59.04623,98267.42,4.82,-2.73,181.48,3287.314
26.09.2021,03:34:13,54.8925874,35.0238609,209.94,60.04937,98256.48,3.97,-2.68,181.76,3292.334
26.09.2021,03:34:13,54.8925753,35.0238605,209.89,60.58908,98250.59,3.45,-3,181.89,3297.662
26.09.2021,03:34:13,54.8925633,35.0238601,209.88,59.1084,98266.73,4.04,-2.61,182.04,3302.31
26.09.2021,03:34:13,54.8925514,35.0238597,209.87,58.65063,98271.75,3.88,-3.55,181.79,3306.605
26.09.2021,03:34:14,54.8925396,35.0238592,209.9,59.74136,98259.84,3.96,-3.34,181.16,3310.554
26.09.2021,03:34:14,54.8925277,35.0238589,209.9,59.68485,98260.45,4.41,-3.72,180.75,3314.458
26.09.2021,03:34:14,54.892516,35.0238585,209.89,59.31468,98264.5,4.57,-3.69,180.75,3318.54
26.09.2021,03:34:14,54.8925042,35.023858,209.89,59.26382,98265.06,4.53,-4.17,180.96,3320.647
26.09.2021,03:34:14,54.8924925,35.0238577,209.88,59.55204,98261.92,4.09,-4.54,181.34,3325.191
26.09.2021,03:34:15,54.8924808,35.0238574,209.88,60.18782,98254.98,3.57,-4.84,181.74,3330.215
26.09.2021,03:34:15,54.8924691,35.0238569,209.88,59.89395,98258.17,2.94,-4.63,182,3334.927
26.09.2021,03:34:15,54.8924573,35.0238564,209.88,59.76114,98259.63,3.62,-4.5,182.29,3339.384
26.09.2021,03:34:15,54.8924453,35.0238559,209.89,59.20448,98265.7,4.35,-4.5,182.42,3343.921
26.09.2021,03:34:15,54.8924332,35.0238557,209.87,59.42205,98263.34,4.83,-4.73,182.43,3348.193
26.09.2021,03:34:16,54.8924211,35.0238553,209.86,59.04058,98267.48,4.93,-4.65,182.68,3352.661
26.09.2021,03:34:16,54.892409,35.0238548,209.84,58.94733,98268.52,4.74,-4.74,183.06,3357.443
26.09.2021,03:34:16,54.892397,35.0238542,209.82,60.06632,98256.31,3.8,-4.72,183.47,3362.518
26.09.2021,03:34:16,54.8923851,35.0238536,209.83,59.92503,98257.84,3.43,-3.86,183.69,3367.188
26.09.2021,03:34:16,54.892373,35.0238528,209.84,60.35737,98253.13,3.67,-3.94,183.46,3371.369
26.09.2021,03:34:17,54.892361,35.023852,209.83,58.95016,98268.47,3.79,-4.04,182.74,3375.427
26.09.2021,03:34:17,54.8923491,35.0238514,209.83,59.42771,98263.28,4.09,-3.81,182.27,3377.305
26.09.2021,03:34:17,54.8923371,35.0238508,209.86,59.05754,98267.31,4.11,-4.11,181.44,3381.062
26.09.2021,03:34:17,54.8923251,35.0238502,209.88,58.4161,98274.31,4.44,-4.48,181.25,3385.104
26.09.2021,03:34:17,54.8923132,35.0238496,209.92,58.34546,98275.08,4.84,-3.65,181.77,3389.543
26.09.2021,03:34:18,54.8923013,35.0238488,209.94,58.40762,98274.39,4.85,-2.93,182.51,3394.07
26.09.2021,03:34:18,54.8922894,35.0238478,209.96,58.92191,98268.8,4.41,-2.62,183.44,3398.721
26.09.2021,03:34:18,54.8922774,35.0238466,209.96,58.73258,98270.86,2.68,-3.36,183.96,3402.957
26.09.2021,03:34:18,54.8922656,35.0238453,209.99,57.78596,98281.19,1.08,-4.6,183.91,3407.098
26.09.2021,03:34:18,54.8922539,35.0238439,210.02,59.06602,98267.22,0.51,-5.78,183.31,3411.262
26.09.2021,03:34:19,54.8922423,35.0238424,210.06,58.72976,98270.89,-0.1,-5.64,182.65,3415.473
26.09.2021,03:34:19,54.8922306,35.023841,210.1,57.88769,98280.08,0.41,-5.96,182.43,3419.59
26.09.2021,03:34:19,54.8922187,35.0238398,210.13,58.93038,98268.69,0.7,-6.36,182.34,3423.759
26.09.2021,03:34:19,54.8922067,35.0238389,210.19,59.3175,98264.48,0.9,-5.56,182.27,3427.899
26.09.2021,03:34:19,54.8921947,35.0238381,210.24,57.92725,98279.63,0.95,-5.21,182.28,3431.434
26.09.2021,03:34:20,54.8921828,35.0238376,210.31,58.86539,98269.39,1.77,-5.51,182.73,3434.84
26.09.2021,03:34:20,54.8921706,35.0238372,210.38,59.56334,98261.8,1.52,-4.62,183.27,3436.688
26.09.2021,03:34:20,54.8921584,35.0238368,210.45,59.41923,98263.36,1.3,-4.37,183.95,3440.44
26.09.2021,03:34:20,54.892146,35.0238363,210.48,60.00698,98256.94,1.76,-4.92,184.27,3444.489
26.09.2021,03:34:20,54.8921336,35.0238357,210.54,58.98972,98268.05,0.94,-7.33,184.31,3449.197
26.09.2021,03:34:21,54.892121,35.0238351,210.55,59.77245,98259.52,0.77,-7.28,183.65,3453.87
26.09.2021,03:34:21,54.8921083,35.0238347,210.58,60.03241,98256.69,1.63,-6.78,182.61,3458.659
26.09.2021,03:34:21,54.8920955,35.0238345,210.6,59.70463,98260.25,2.29,-4.22,181.6,3463.549
26.09.2021,03:34:21,54.8920827,35.0238345,210.64,60.50431,98251.53,3.46,-2.99,180.74,3467.943
26.09.2021,03:34:21,54.8920697,35.0238346,210.68,60.68515,98249.55,4.53,-3.07,180.12,3472.42
26.09.2021,03:34:22,54.8920567,35.0238347,210.71,61.15422,98244.42,4.18,-3.03,179.57,3477.063
26.09.2021,03:34:22,54.8920439,35.0238347,210.73,60.43932,98252.22,4.87,-2.72,179.75,3481.523
26.09.2021,03:34:22,54.8920311,35.0238348,210.75,60.78405,98248.47,5.69,-1.82,180.4,3486.43
26.09.2021,03:34:22,54.8920184,35.0238349,210.77,60.3715,98252.98,5.58,-1.34,180.97,3491.492
26.09.2021,03:34:22,54.8920057,35.0238349,210.78,61.49331,98240.75,5.62,-1.33,181.49,3496.339
26.09.2021,03:34:23,54.8919932,35.0238347,210.78,60.32064,98253.53,5.83,-1.39,181.82,3498.836
26.09.2021,03:34:23,54.8919809,35.0238341,210.76,61.70807,98238.39,4.18,-0.96,182.23,3503.969
26.09.2021,03:34:23,54.8919686,35.0238334,210.75,60.62016,98250.25,4.13,-0.57,182.07,3508.322
26.09.2021,03:34:23,54.8919562,35.0238327,210.72,60.64842,98249.95,4.82,-1.59,181.82,3512.229
26.09.2021,03:34:23,54.891944,35.0238321,210.72,60.86317,98247.63,4.97,-1.88,181.44,3516.624
26.09.2021,03:34:24,54.891932,35.0238313,210.75,60.99316,98246.19,4.49,-2,181.19,3521.129
26.09.2021,03:34:24,54.8919199,35.0238305,210.7,60.61168,98250.36,4.44,-2.4,181.15,3525.635
26.09.2021,03:34:24,54.891908,35.0238297,210.67,60.2726,98254.06,3.48,-2.83,181.19,3530.281
26.09.2021,03:34:24,54.8918961,35.0238287,210.63,60.96772,98246.48,3.55,-3.07,181.15,3534.859
26.09.2021,03:34:24,54.8918842,35.0238276,210.56,60.5806,98250.69,3.1,-3.53,181.11,3539.542
26.09.2021,03:34:25,54.8918723,35.0238267,210.54,59.99002,98257.13,3.12,-4.14,181.19,3544.109
26.09.2021,03:34:25,54.8918602,35.0238257,210.51,60.34607,98253.27,3.84,-3.04,181.53,3548.659
26.09.2021,03:34:25,54.8918482,35.0238248,210.5,60.43649,98252.25,3.66,-2.43,181.68,3553.139
26.09.2021,03:34:25,54.8918362,35.023824,210.49,60.60603,98250.42,2.99,-3.64,181.51,3557.405
26.09.2021,03:34:25,54.8918243,35.0238232,210.52,60.56365,98250.88,3.38,-3.95,181.42,3559.574
26.09.2021,03:34:26,54.8918124,35.0238223,210.51,60.0861,98256.09,3.11,-4.39,181.32,3564.125
26.09.2021,03:34:26,54.8918004,35.0238215,210.5,60.15957,98255.3,2.95,-4.69,181.26,3568.722
26.09.2021,03:34:26,54.8917885,35.0238208,210.52,60.30933,98253.66,2.86,-3.87,181.46,3573.46
26.09.2021,03:34:26,54.8917763,35.0238201,210.51,60.31498,98253.58,3.15,-3.53,181.66,3578.191
26.09.2021,03:34:26,54.891764,35.0238193,210.47,59.82331,98258.95,3.16,-2.97,181.85,3582.813
26.09.2021,03:34:27,54.8917518,35.0238186,210.46,59.84591,98258.72,3.72,-3.04,182.09,3587.372
26.09.2021,03:34:27,54.8917395,35.0238179,210.47,60.65407,98249.91,3.72,-3.01,182.18,3592.025
26.09.2021,03:34:27,54.8917273,35.0238174,210.49,60.05784,98256.41,3.21,-2.89,182.16,3596.784
26.09.2021,03:34:27,54.8917152,35.0238168,210.51,59.56334,98261.8,3.33,-2.53,182.16,3601.34
26.09.2021,03:34:27,54.891703,35.0238161,210.52,60.15957,98255.3,3.71,-2.69,181.96,3605.541
26.09.2021,03:34:28,54.891691,35.0238155,210.53,59.42488,98263.3,4.04,-3.21,181.79,3609.808
26.09.2021,03:34:28,54.8916789,35.023815,210.57,60.13414,98255.56,3.55,-3.3,181.74,3614.102
26.09.2021,03:34:28,54.8916668,35.0238143,210.58,60.48453,98251.73,4.41,-3.54,181.57,3618.332
26.09.2021,03:34:28,54.8916547,35.0238138,210.61,60.51561,98251.41,4.32,-3.04,181.66,3620.537
26.09.2021,03:34:28,54.8916428,35.0238134,210.64,59.81483,98259.03,3.39,-2.66,181.76,3626.856
26.09.2021,03:34:29,54.8916307,35.0238129,210.65,59.0971,98266.88,3.36,-2.82,181.9,3628.854
26.09.2021,03:34:29,54.8916187,35.0238122,210.66,59.69333,98260.36,3.37,-3.41,182.57,3632.998
26.09.2021,03:34:29,54.8916067,35.0238114,210.66,58.63651,98271.89,3.01,-3.48,183.25,3637.514
26.09.2021,03:34:29,54.8915949,35.0238108,210.7,60.09175,98256.02,2.02,-3.51,183.61,3642.154
26.09.2021,03:34:29,54.8915831,35.0238101,210.75,58.41327,98274.33,1.88,-3.83,183.88,3646.818
26.09.2021,03:34:30,54.8915712,35.0238094,210.78,59.36837,98263.91,2.43,-4.12,184.51,3651.42
26.09.2021,03:34:30,54.8915592,35.0238088,210.85,60.72471,98249.11,2.33,-3.87,185.17,3656.106
26.09.2021,03:34:30,54.8915472,35.0238082,210.93,60.03524,98256.66,2.32,-4.56,185.34,3660.552
26.09.2021,03:34:30,54.8915352,35.0238076,211.01,61.10336,98244.98,2.26,-4.08,185.29,3664.953
26.09.2021,03:34:30,54.8915229,35.0238069,211.06,59.06884,98267.19,1.87,-3.97,184.83,3669.095
26.09.2021,03:34:31,54.8915107,35.023806,211.12,60.30933,98253.66,1.73,-3.54,184.3,3673.288
26.09.2021,03:34:31,54.8914985,35.0238051,211.18,59.54074,98262.03,1.87,-3.08,184.14,3675.347
26.09.2021,03:34:31,54.8914863,35.0238043,211.24,59.97307,98257.31,1.85,-2.73,183.81,3679.633
26.09.2021,03:34:31,54.891474,35.0238034,211.27,59.41076,98263.45,1.62,-1.59,183.8,3684.137
26.09.2021,03:34:31,54.8914617,35.0238023,211.3,59.5803,98261.59,1.44,-1.26,183.52,3688.605
26.09.2021,03:34:32,54.8914496,35.0238011,211.33,59.76679,98259.58,1.08,-1.89,182.72,3692.913
26.09.2021,03:34:32,54.8914375,35.0238001,211.37,59.6792,98260.53,1.2,-3.47,182.09,3697.455
26.09.2021,03:34:32,54.8914256,35.0237992,211.41,60.32911,98253.44,-0.46,-5.14,181.53,3702.139
26.09.2021,03:34:32,54.8914136,35.0237983,211.44,59.55769,98261.84,-0.4,-5.7,181.06,3706.886
26.09.2021,03:34:32,54.8914015,35.0237975,211.49,60.52974,98251.23,-0.42,-5.25,180.67,3711.754
26.09.2021,03:34:33,54.8913893,35.023797,211.54,59.63964,98260.97,0.3,-4.37,180.55,3716.589
26.09.2021,03:34:33,54.8913769,35.0237967,211.61,59.54356,98262,-0.03,-3.81,180.74,3721.25
26.09.2021,03:34:33,54.8913645,35.0237965,211.68,60.02676,98256.74,0.71,-3.28,181.09,3725.63
26.09.2021,03:34:33,54.8913521,35.0237963,211.74,59.6905,98260.39,2.02,-2.51,181.76,3729.848
26.09.2021,03:34:33,54.8913398,35.0237965,211.84,60.19348,98254.91,2.72,-1.71,182.38,3733.955
26.09.2021,03:34:34,54.8913277,35.0237966,211.91,59.66224,98260.7,2.77,-1.35,182.73,3735.945
26.09.2021,03:34:34,54.8913154,35.0237967,211.93,59.31468,98264.5,3.33,-2.14,183.01,3740.061
26.09.2021,03:34:34,54.8913033,35.0237967,211.96,60.33759,98253.35,2.47,-2.67,183.14,3744.585
26.09.2021,03:34:34,54.8912914,35.0237966,212.02,59.08862,98266.95,2.93,-2.56,183.68,3748.782
26.09.2021,03:34:34,54.8912796,35.0237965,212.06,60.44497,98252.16,3.18,-3.43,184.26,3753.132
26.09.2021,03:34:35,54.8912679,35.0237963,212.11,60.43649,98252.27,3.17,-3.67,184.28,3757.334
26.09.2021,03:34:35,54.8912562,35.023796,212.17,60.1737,98255.13,3.3,-4.26,184.13,3761.417
26.09.2021,03:34:35,54.8912444,35.0237956,212.23,60.98185,98246.3,2.6,-5.21,183.83,3765.569
26.09.2021,03:34:35,54.8912327,35.0237951,212.3,59.8996,98258.13,2.13,-5.05,183.46,3769.73
26.09.2021,03:34:35,54.8912209,35.0237944,212.37,60.83774,98247.88,1.91,-5.4,182.9,3773.478
26.09.2021,03:34:36,54.8912091,35.0237937,212.48,61.20509,98243.87,1.87,-5.58,182.34,3777.432
26.09.2021,03:34:36,54.8911971,35.023793,212.52,60.60603,98250.42,1.91,-4.3,181.9,3781.557
26.09.2021,03:34:36,54.8911851,35.0237921,212.56,60.35737,98253.14,1.54,-5.09,181.85,3785.48
26.09.2021,03:34:36,54.891173,35.0237914,212.59,60.90556,98247.16,1.38,-5.28,182.08,3789.791
26.09.2021,03:34:36,54.8911608,35.0237909,212.59,60.36867,98253.02,1.44,-5.51,182.23,3791.944
26.09.2021,03:34:37,54.8911488,35.0237904,212.66,60.21608,98254.68,1.7,-5.56,182.5,3796.45
26.09.2021,03:34:37,54.8911367,35.0237898,212.69,61.33789,98242.44,1.38,-5.35,182.46,3801
26.09.2021,03:34:37,54.8911245,35.0237892,212.75,60.19348,98254.93,1.57,-4.73,181.88,3805.408
26.09.2021,03:34:37,54.8911122,35.0237885,212.79,60.25847,98254.2,2.07,-4.47,181.52,3809.766
26.09.2021,03:34:37,54.8911,35.0237876,212.82,59.96177,98257.43,2.43,-3.38,181.31,3813.986
26.09.2021,03:34:38,54.8910876,35.0237868,212.84,59.99285,98257.1,2.22,-3.37,181.07,3818.017
26.09.2021,03:34:38,54.8910752,35.0237859,212.84,60.63147,98250.13,1.66,-3.24,180.83,3822.026
26.09.2021,03:34:38,54.8910629,35.023785,212.83,60.24717,98254.34,2.58,-3.1,180.9,3825.896
