     MVS    FIELD   QMC ST       DATE        TIME             LAt             Lng     AltAmsl          AltRel        Baro        Roll       Pitch         Yaw         Bat
-------- 51852214 00410 82 26.09.2021 03:07:19,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51983223 00816 82 26.09.2021 03:07:20,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51842162 00411 82 26.09.2021 03:07:21,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51841557 00237 82 26.09.2021 03:07:22,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51858128 00277 82 26.09.2021 03:07:23,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51804324 00205 82 26.09.2021 03:07:24,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51795825 00243 82 26.09.2021 03:07:25,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51925245 00120 82 26.09.2021 03:07:26,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51640114 02178 82 26.09.2021 03:07:27,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51805290 00034 80 26.09.2021 03:07:28,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51919909 00784 82 26.09.2021 03:07:29,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51781985 00047 80 26.09.2021 03:07:30,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51803924 00272 82 26.09.2021 03:07:31,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51805881 00032 80 26.09.2021 03:07:32,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51028298 65535 86 26.09.2021 03:07:33,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51821312 00028 80 26.09.2021 03:07:34,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51814009 00023 80 26.09.2021 03:07:35,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51818120 00021 80 26.09.2021 03:07:36,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812815 00020 80 26.09.2021 03:07:37,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812697 00019 80 26.09.2021 03:07:38,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812713 00022 80 26.09.2021 03:07:39,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812720 00019 80 26.09.2021 03:07:40,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812738 00020 80 26.09.2021 03:07:41,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51812949 00022 80 26.09.2021 03:07:42,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
-------- 51813103 00020 80 26.09.2021 03:07:43,00 --------------- --------------- ----------- --------------- ----------- ----------- ----------- ----------- -----------
